"","name","city","attributes","stars"," Accepts Credit Cards"," Ambience: romantic"," Attire"," background_music"," breakfast"," brunch"," BYOB"," casual"," Caters"," classy"," Coat Check"," Delivery"," dinner"," divey"," Good For Dancing"," Good For Groups"," Good for Kids"," Good For: dessert"," Happy Hour"," Has TV"," hipster"," intimate"," jukebox"," karaoke"," latenight"," live"," lot"," lunch"," Music: dj"," Noise Level"," Outdoor Seating"," Parking: garage"," Price Range"," Smoking"," street"," Take-out"," Takes Reservations"," touristy"," trendy"," upscale"," valet"," validated"," video"," Waiter Service"," Wheelchair Accessible"," Wi-Fi"
"2331","Swensen's Grill &  Ice Cream Parlor","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: True, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.1,"True","False","casual",NA,"False","False","True",NA,"False",NA,"False","False","False",NA,NA,"True","True","True",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","free"
"2332","Sylvia's La Canasta","Phoenix","Take-out: True, Accepts Credit Cards: True, Delivery: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True",2.33333333333333,"True","False",NA,NA,"False","False","False",NA,"False",NA,"False","False","False",NA,NA,"True","True","False",NA,NA,"False","False",NA,NA,"False",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False",NA,NA,NA,NA,NA,"no"
"2333","Szechuan Express","Mesa","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.06944444444444,"True","False","casual",NA,"False","False","False","True","False",NA,"True","True","False",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"2334","Szechwan Palace","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: True, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Dogs Allowed: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.65573770491803,"True","False","casual",NA,"False","False","True","True","False",NA,"False","False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","True","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"2335","T-Bones On the Lake","Lake Wylie","Alcohol: full_bar, Noise Level: average, Music: , Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: True, Price Range: 2, Good For Dancing: False, Delivery: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: True, Waiter Service: True, Wi-Fi: no, Caters: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",2.06756756756757,"True","False","casual",NA,"False","False","False","False","False","False","False","False","True",NA,"False","True","True","False","True","True","False","False",NA,NA,"False",NA,"True","True",NA,"average","True","False","2","outdoor","False","True","True","False","False","False","False","False",NA,"True","True","no"
"2336","T & M Pizza Italian Restaurant","Casa Grande","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Alcohol: beer_and_wine, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Has TV: True, Outdoor Seating: False, Takes Reservations: False, Attire: casual, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Wheelchair Accessible: True",3.66666666666667,"True","False","casual",NA,NA,NA,"False",NA,"False",NA,"False",NA,"False",NA,NA,"True","True",NA,NA,"True","False","False",NA,NA,NA,NA,"False",NA,NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"2337","T Cook's Restaurant","Phoenix","Alcohol: full_bar, Noise Level: quiet, Music: dj: False, background_music: True, jukebox: False, live: False, video: False, karaoke: False, Attire: dressy, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: True, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 3, Delivery: False, Good For Dancing: False, BYOB: False, Corkage: True, Smoking: no, Accepts Credit Cards: True, BYOB/Corkage: yes_corkage, Take-out: False, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: True, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: True, street: False, validated: False, lot: True, valet: True, Has TV: False, Good For Groups: True",4,"True","False","dressy","True","False","False","False","False","True",NA,"False","True","False",NA,"False","True","False","False","True","False","False","False","False","False","False","False","True","False","False","quiet","True","True","3","no","False","False","True","False","False","False","True","False","False","True","True","free"
"2338","T.G.I. Fridays","Concord","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: full_bar",2.52173913043478,"True","False","casual",NA,"False","False","True","False","False",NA,"False","True","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True",NA,"no"
"2339","Table Top Grill And Sushi","Phoenix","Take-out: True, Price Range: 2, Outdoor Seating: False, Takes Reservations: True, Good For Groups: True, Delivery: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",4.33333333333333,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,"False","True",NA,NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,"True","True",NA,NA,"False","False","2",NA,"False",NA,"True",NA,NA,NA,"False","False",NA,"True","True",NA
"2340","Taco Bell","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Drive-Thr: True, Outdoor Seating: False, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: False, Price Range: 1, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",2.76607142857143,"True","False","casual",NA,"False","False","False","False","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"2341","Taco Feliz Mexican Food","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: True, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.76923076923077,"True","False","casual",NA,"False","False","False","False","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"True",NA,"True","False",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"2342","Taco Nazo","Tempe","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",2.74358974358974,"True","False","casual",NA,"False","False","True","False","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"2343","Tacos Chava","Phoenix","Take-out: True, Price Range: 1, Outdoor Seating: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Accepts Credit Cards: False, Good for Kids: True, Good For Groups: True, Alcohol: none",4.75,"False","False","casual",NA,"False","False","False",NA,"False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"average","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True",NA,NA
"2344","Tacos De Juarez","Phoenix","Alcohol: beer_and_wine, Noise Level: average, Has TV: True, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: True, Price Range: 1, Delivery: False, Caters: True, BYOB: False, Dogs Allowed: False, Accepts Credit Cards: True, BYOB/Corkage: no, Take-out: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",3.89473684210526,"True","False","casual",NA,"False","False","False","True","False",NA,"False","False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False","True","False","False","False","False","False","False",NA,"True","True","free"
"2345","Tacos El Burrito Loco","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: True, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: True, breakfast: True, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",3.45454545454545,"True","False","casual",NA,"True","True","False","True","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"quiet","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"2346","Tacos El Compita","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",4.42105263157895,"True","False","casual",NA,"False","False","False","False","False",NA,"False","False","True",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"2347","Tacos El Grullo","Mesa","Take-out: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Accepts Credit Cards: True, Good for Kids: True, Alcohol: none, Wheelchair Accessible: False",4.2,"True","False","casual",NA,"False","False","False","False","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","False",NA
"2348","Tacos El Nopal","Las Vegas","Take-out: True, Drive-Thr: False, Outdoor Seating: False, Price Range: 1, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Attire: casual, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Wheelchair Accessible: True",2.85714285714286,"True","False","casual",NA,"False","False","False",NA,"False",NA,"True","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,NA,"False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True",NA
"2349","Tacos El Rodeo","Las Vegas","Take-out: True, Accepts Credit Cards: True, Outdoor Seating: False, Caters: False, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Attire: casual, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Price Range: 2",3.83333333333333,"True","False","casual",NA,"False","False","False","False","False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,NA,"False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True",NA,"no"
"2350","Tacos Jalisco","Phoenix","Take-out: True, Price Range: 1, Takes Reservations: False, Delivery: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Waiter Service: False, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Wheelchair Accessible: True",3.51724137931034,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,"False","False",NA,NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,"True","False",NA,NA,NA,"False","1",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"False","True",NA
"2351","Tacos Los Toritos","Las Vegas","Take-out: True, Outdoor Seating: False, Noise Level: average, Takes Reservations: False, Delivery: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: True, breakfast: False, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Attire: casual, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Price Range: 1",4,"True","False","casual",NA,"False","True","False",NA,"False",NA,"False","False","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,NA,NA,NA
"2352","Tacos Mexico","Phoenix","Take-out: True, Price Range: 1, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Attire: casual, Delivery: False, Has TV: True, Outdoor Seating: True, Takes Reservations: False, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Alcohol: full_bar",3.453125,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,"False","False",NA,NA,NA,"True","True","False",NA,"True",NA,NA,NA,NA,"False",NA,NA,"False",NA,NA,"True",NA,"1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353","Tag's Cafe","Coolidge","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: False",3.63636363636364,"True","False","casual",NA,"True","False","False","False","False",NA,"False","False","True",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","False","no"
"2354","Tai Pei","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.07894736842105,"True","False","casual",NA,"False","False","True",NA,"False",NA,"True","True","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"2355","Tailgate Sports Bar & Grill","Tempe","Alcohol: full_bar, Noise Level: quiet, Music: dj: False, background_music: False, karaoke: False, live: False, video: False, jukebox: True, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 1, Good For Dancing: False, Delivery: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: False, Waiter Service: True, Wi-Fi: no, Caters: False, Good For: dessert: False, latenight: True, lunch: False, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",4.17857142857143,"True","False","casual","False","False","False","False","False","False","False","False","False","True",NA,"False","True","False","False","True","True","False","False","True","False","True","False","True","False","False","quiet","True","False","1","outdoor","False","True","False","False","False","False","False","False","False","True","True","no"
"2356","Taipei Express","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: True, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.61111111111111,"True","False","casual",NA,"False","False","True","False","False",NA,"False","False","False",NA,NA,"False","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"quiet","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"2357","Taipei South","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.91666666666667,"True","False","casual",NA,"False","False","True","False","False",NA,"False","True","False",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"2358","Taj Indian Restaurant","Madison","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.61224489795918,"True","False","casual",NA,"False","False","True","True","False",NA,"True","True","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"quiet","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"2359","Takamatsu Of Chandler","Chandler","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.44252873563218,"True","False","casual",NA,"False","False","True","False","False",NA,"False","True","False",NA,NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"2360","Takamatsu Restaurant","Chandler","Price Range: 2, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Attire: casual, Good For Groups: True, Outdoor Seating: True, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: True, casual: True, Waiter Service: True, Accepts Credit Cards: True, Alcohol: full_bar, Wheelchair Accessible: True",3.33333333333333,"True","False","casual",NA,"False","False","True",NA,"False",NA,NA,"False","False",NA,NA,"True",NA,"False",NA,NA,"False","False",NA,NA,"False",NA,"False","False",NA,NA,"True","False",NA,NA,"False",NA,NA,"False","True",NA,"False","False",NA,"True","True",NA
"2361","Takara Japanese Restaurant","Madison","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: False, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.26851851851852,"True","False","casual",NA,"False","False","True","False","False",NA,"True","True","False",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","True","False","2",NA,"True",NA,"True","False","False","False","False","False",NA,"True","True","no"
"2362","Tam's","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: True, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: False, Alcohol: none",3.70588235294118,"True","False","casual",NA,"False","False","False","False","False",NA,"True","True","True",NA,NA,"False","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"2363","Tang Dynasty","Urbana","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: True, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",2.94117647058824,"True","False","casual",NA,"False","False","False","True","True",NA,"True","True","False",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"quiet","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"2364","Tao Yuan Chinese Restaurant","Mesa","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",3.07142857142857,"True","False","casual",NA,"False","False","False","True","False",NA,"False","False","True",NA,NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True",NA,"no"
